pages_crawled,total_reward,terminal_states
681,59,313
682,59,313
683,59,313
684,59,314
685,59,315
686,59,315
687,59,316
688,59,317
689,59,318
690,59,319
691,59,320
692,59,320
693,59,320
694,59,320
695,59,321
696,59,322
697,59,323
698,59,324
699,59,325
700,60,326
701,60,326
702,60,326
703,60,327
704,60,328
705,60,329
706,60,330
707,60,331
708,60,332
709,60,332
710,60,332
711,60,333
712,60,334
713,60,335
714,61,336
715,61,337
716,61,338
717,61,339
718,61,340
719,61,341
720,61,342
721,61,342
722,61,342
723,61,343
724,61,343
725,61,344
726,61,345
727,61,345
728,61,345
729,61,345
730,61,346
731,61,346
732,61,347
733,61,348
734,61,349
735,62,350
736,62,350
737,62,350
738,62,350
739,62,350
740,62,350
741,62,350
742,62,350
743,62,350
744,62,351
745,62,352
746,62,352
747,62,352
748,62,352
749,62,352
750,62,353
751,62,354
752,63,355
753,63,356
754,64,357
755,64,358
756,65,359
757,65,359
758,65,359
759,65,359
760,65,359
761,65,359
762,65,359
763,65,359
764,65,359
765,65,359
766,65,359
767,65,360
768,65,361
769,65,362
770,65,363
771,65,364
772,65,365
773,65,365
774,65,365
775,65,365
776,65,366
777,65,367
778,65,368
779,65,369
780,65,370
781,65,371
782,65,371
783,65,372
784,65,373
785,65,374
786,65,375
787,65,376
788,66,377
789,67,378
790,68,379
791,68,380
792,68,381
793,69,382
794,69,383
795,69,383
796,69,383
797,69,383
798,69,383
799,69,383
800,69,383
801,69,383
802,69,383
803,69,383
804,69,383
805,69,383
806,69,383
807,69,383
808,69,384
809,70,385
810,70,386
811,70,386
812,70,387
813,70,388
814,71,389
815,71,390
816,71,391
817,71,392
818,71,393
819,72,394
820,72,394
821,72,395
822,72,396
823,72,397
824,72,397
825,72,397
826,72,398
827,72,398
828,72,399
829,73,400
830,73,401
831,73,401
832,73,401
833,73,401
834,73,401
835,73,401
836,73,402
837,73,403
838,74,404
839,74,405
840,74,406
841,75,407
842,75,407
843,75,407
844,75,407
845,75,408
846,75,408
847,75,408
848,75,408
849,75,408
850,75,408
851,75,408
852,75,409
853,75,410
854,75,411
855,75,411
856,75,412
857,75,413
858,75,414
859,75,415
860,75,416
861,75,417
862,75,418
863,75,419
864,75,420
865,75,421
866,75,421
867,75,422
868,75,423
869,75,424
870,75,425
871,76,426
872,76,426
873,76,426
874,76,427
875,76,427
876,76,427
877,76,427
878,76,427
879,76,427
880,76,427
881,76,427
882,76,427
883,76,427
884,76,427
885,76,427
886,76,427
887,76,427
888,76,427
889,76,427
890,76,427
891,76,427
892,76,427
893,76,427
894,76,428
895,76,429
896,76,429
897,76,429
898,76,430
899,76,431
900,76,432
901,76,433
902,76,434
903,76,435
904,76,435
905,76,435
906,76,435
907,76,435
908,76,436
909,76,437
910,76,438
911,76,439
912,76,439
913,76,440
914,76,440
915,76,440
916,76,440
917,76,440
918,76,441
919,76,441
920,76,441
921,76,442
922,76,442
923,76,443
924,76,444
925,76,444
926,76,445
927,76,445
928,76,445
929,76,445
930,76,445
931,76,445
932,76,445
933,76,445
934,76,446
935,76,447
936,76,448
937,77,449
938,77,449
939,77,449
940,77,449
941,77,449
942,77,450
943,77,451
944,77,452
945,77,452
946,77,452
947,77,452
948,77,452
949,77,453
950,77,453
951,77,454
952,78,455
953,79,456
954,79,457
955,79,458
956,79,458
957,79,458
958,79,458
959,79,458
960,79,459
961,79,460
962,79,461
963,79,462
964,79,463
965,79,463
966,79,463
967,79,464
968,79,465
969,79,466
970,79,466
971,79,466
972,79,466
973,79,466
974,79,466
975,79,466
976,79,466
977,79,467
978,80,468
979,80,469
980,80,470
981,80,471
982,80,472
983,80,473
984,80,474
985,80,475
986,80,476
987,80,477
988,81,478
989,81,479
990,81,480
991,81,481
992,82,482
993,83,483
994,84,484
995,84,485
996,84,486
997,85,487
998,85,488
999,85,489
1000,85,489
1001,85,490
1002,85,491
1003,86,492
1004,86,492
1005,86,492
1006,86,493
1007,86,493
1008,86,493
1009,86,493
1010,86,493
1011,86,493
1012,86,494
1013,86,495
1014,86,496
1015,86,496
1016,86,496
1017,86,497
1018,86,498
1019,86,499
1020,87,500
1021,87,501
1022,88,502
1023,89,503
1024,89,504
1025,89,504
1026,89,505
1027,89,506
1028,89,507
1029,90,508
1030,91,509
1031,91,510
1032,91,510
1033,91,510
1034,91,510
1035,91,510
1036,91,510
1037,91,510
1038,91,510
1039,91,510
1040,91,511
1041,91,512
1042,92,513
1043,92,514
1044,92,514
1045,92,514
1046,92,514
1047,92,514
1048,92,514
1049,92,514
1050,92,514
1051,92,514
1052,92,514
1053,92,514
1054,92,514
1055,92,514
1056,92,515
1057,92,516
1058,93,517
1059,93,518
1060,93,518
1061,93,518
1062,93,518
1063,93,519
1064,93,520
1065,93,521
1066,93,522
1067,93,523
1068,93,524
1069,93,525
1070,93,526
1071,93,526
1072,93,527
1073,93,528
1074,93,528
1075,93,528
1076,93,528
1077,93,528
1078,93,528
1079,93,528
1080,93,528
1081,93,528
1082,93,528
1083,93,528
1084,93,528
1085,93,528
1086,93,528
1087,93,528
1088,93,528
1089,93,529
1090,94,530
1091,95,531
1092,95,531
1093,95,532
1094,95,533
1095,95,534
1096,95,535
1097,95,536
1098,95,536
1099,95,536
1100,95,536
1101,95,536
1102,95,536
1103,95,536
1104,95,537
1105,96,538
1106,96,539
1107,96,539
1108,96,539
1109,96,539
1110,96,539
1111,96,539
1112,96,540
1113,96,541
1114,96,542
1115,97,543
1116,98,544
1117,98,545
1118,99,546
1119,100,547
1120,100,548
1121,100,549
1122,100,550
1123,100,551
1124,100,552
1125,100,553
1126,100,554
1127,100,555
1128,101,556
1129,102,557
1130,102,557
1131,102,557
1132,102,557
1133,102,557
1134,102,557
1135,102,557
1136,102,557
1137,102,557
1138,102,557
1139,102,557
1140,102,557
1141,102,558
1142,102,558
1143,102,559
1144,102,560
1145,102,561
1146,102,561
1147,102,562
1148,103,563
1149,103,563
1150,103,564
1151,103,565
1152,103,566
1153,104,567
1154,104,568
1155,104,568
1156,104,568
1157,104,568
1158,104,569
1159,104,570
1160,104,571
1161,105,572
1162,105,573
1163,105,574
1164,105,575
1165,105,575
1166,105,575
1167,105,575
1168,105,575
1169,105,575
1170,105,575
1171,105,576
1172,105,577
1173,105,577
1174,105,578
1175,105,579
1176,105,579
1177,105,579
1178,105,579
1179,105,579
1180,105,579
1181,105,580
1182,105,580
1183,105,580
1184,105,580
1185,105,581
1186,106,582
