pages_crawled,total_reward,terminal_states
1777,10,340
1778,10,341
1779,10,341
1780,10,341
1781,10,341
1782,10,341
1783,10,341
1784,10,341
1785,10,341
1786,10,342
1787,10,343
1788,10,343
1789,10,344
1790,10,345
1791,10,346
1792,10,347
1793,10,348
1794,10,349
1795,10,350
1796,10,350
1797,10,350
1798,10,350
1799,10,350
1800,10,350
1801,10,350
1802,10,351
1803,10,352
1804,10,352
1805,10,352
1806,10,352
1807,10,352
1808,10,352
1809,10,352
1810,10,352
1811,10,353
1812,10,354
1813,10,354
1814,10,354
1815,10,354
1816,10,355
1817,10,356
1818,10,356
1819,10,356
1820,10,356
1821,10,356
1822,10,356
1823,10,356
1824,10,356
1825,10,356
1826,10,356
1827,10,356
1828,10,356
1829,10,356
1830,10,356
1831,10,356
1832,10,356
1833,10,356
1834,10,357
1835,10,358
1836,10,359
1837,10,359
1838,10,359
1839,10,359
1840,10,360
1841,10,361
1842,10,362
1843,10,362
1844,10,362
1845,10,362
1846,10,362
1847,10,362
1848,10,362
1849,10,362
1850,10,362
1851,10,362
1852,10,362
1853,10,362
1854,10,362
1855,10,362
1856,10,362
1857,10,362
1858,10,362
1859,10,362
1860,10,362
1861,10,362
1862,10,362
1863,10,362
1864,10,362
1865,10,362
1866,10,362
1867,10,362
1868,10,362
1869,10,362
1870,10,362
1871,10,362
1872,10,362
1873,10,362
1874,10,362
1875,10,362
1876,10,362
1877,10,362
1878,10,362
1879,10,363
1880,11,363
1881,11,364
1882,11,365
1883,11,365
1884,11,365
1885,11,365
1886,11,365
1887,11,365
1888,11,365
1889,11,365
1890,11,365
1891,11,366
1892,11,367
1893,11,367
1894,11,367
1895,11,367
1896,11,367
1897,11,367
1898,11,367
1899,11,367
1900,11,367
1901,11,367
1902,11,367
1903,11,367
1904,11,367
1905,11,367
1906,11,367
1907,11,367
1908,11,367
1909,11,367
1910,11,367
1911,11,367
1912,11,367
1913,11,367
1914,11,367
1915,11,367
1916,11,367
1917,11,367
1918,11,367
1919,11,367
1920,11,367
1921,11,367
1922,11,367
1923,11,367
1924,11,367
1925,11,367
1926,11,367
1927,11,367
1928,11,367
1929,11,367
1930,11,367
1931,11,367
1932,11,367
1933,11,367
1934,11,367
1935,11,367
1936,11,367
1937,11,367
1938,11,367
1939,11,367
1940,11,367
1941,11,367
1942,11,368
1943,11,369
1944,11,370
1945,11,371
1946,12,371
1947,12,372
1948,12,373
1949,12,374
1950,12,375
1951,12,376
1952,12,376
1953,12,376
1954,12,376
1955,12,376
1956,12,376
1957,12,377
1958,13,378
1959,13,378
1960,13,379
1961,13,380
1962,13,381
1963,13,382
1964,13,383
1965,13,384
1966,13,384
1967,13,384
1968,13,384
1969,13,384
1970,13,384
1971,13,384
1972,13,384
1973,13,384
1974,13,384
1975,13,384
1976,13,384
1977,13,384
1978,13,384
1979,13,384
1980,13,384
1981,13,384
1982,13,384
1983,13,384
1984,13,384
1985,13,385
1986,13,385
1987,13,385
1988,13,385
1989,13,386
1990,13,386
1991,13,387
1992,13,387
1993,13,387
1994,13,387
1995,13,388
1996,13,388
1997,13,388
1998,13,388
1999,13,389
2000,13,390
2001,13,390
2002,13,390
2003,13,391
2004,13,392
2005,13,392
2006,13,392
2007,13,392
2008,13,392
2009,13,392
2010,13,392
2011,13,392
2012,13,392
2013,13,392
2014,13,393
2015,13,394
2016,13,395
2017,13,395
2018,13,395
2019,13,395
2020,13,395
2021,13,395
2022,13,395
2023,13,395
2024,13,395
2025,13,395
2026,13,396
2027,13,396
2028,13,396
2029,13,396
2030,13,396
2031,13,397
2032,13,397
2033,13,397
2034,13,397
2035,13,397
2036,13,397
2037,13,397
2038,13,398
2039,13,398
2040,13,398
2041,13,398
2042,13,398
2043,13,398
2044,13,398
2045,13,398
2046,13,398
2047,13,398
2048,13,398
2049,13,399
2050,13,400
2051,13,401
2052,13,401
2053,13,402
2054,13,402
2055,13,402
2056,13,402
2057,13,402
2058,13,402
2059,13,403
2060,13,403
2061,13,403
2062,13,403
2063,13,403
2064,13,403
2065,13,403
2066,13,404
2067,13,404
2068,13,404
2069,13,405
2070,13,405
2071,13,405
2072,13,406
2073,13,406
2074,13,407
2075,13,408
2076,13,408
2077,13,409
2078,13,409
2079,13,410
2080,13,410
2081,13,411
2082,13,411
2083,13,411
2084,13,411
2085,13,412
2086,13,413
2087,13,414
2088,13,415
2089,13,416
2090,13,416
2091,13,416
2092,13,416
2093,13,416
2094,13,416
