pages_crawled,total_reward,terminal_states,nn_loss
1,0,1,0.001005075522698462
2,0,2,0.2046298086643219
3,0,3,0.006397856865078211
4,0,4,0.004398011602461338
5,0,4,0.07890719175338745
6,0,5,0.006211729720234871
7,0,6,0.17888455092906952
8,0,7,0.16078153252601624
9,0,8,0.0026228090282529593
10,0,9,0.017622092738747597
11,1,10,0.03755715489387512
12,1,10,0.43025827407836914
13,1,10,0.05313602834939957
14,1,10,0.038608841598033905
15,1,10,0.04617845639586449
16,1,11,0.025942770764231682
17,1,12,0.0013347202911973
18,1,12,0.0002752960426732898
19,1,13,0.0020475261844694614
20,1,14,0.014554772526025772
21,2,15,1.00886070728302
22,3,16,0.5152580738067627
23,3,16,0.0039739287458360195
24,3,17,0.04813899099826813
25,3,17,0.00397543516010046
26,3,17,0.011970484629273415
27,3,18,0.13473278284072876
28,3,19,0.26570627093315125
29,3,19,0.3628327548503876
30,3,19,0.23154111206531525
31,3,19,0.0976911187171936
32,3,19,0.026014458388090134
33,3,19,0.029528062790632248
34,3,19,0.026095449924468994
35,3,19,0.014576876536011696
36,3,19,0.013955837115645409
37,3,19,0.014083185233175755
38,3,19,0.0064885374158620834
39,3,20,0.13987956941127777
40,3,20,1.441792607307434
41,3,21,1.434309959411621
42,3,22,2.038625955581665
43,3,23,0.6782193183898926
44,4,24,0.8790753483772278
45,4,24,0.07686099410057068
46,4,24,0.0017181944567710161
47,4,24,0.020985092967748642
48,4,24,0.1535433828830719
49,4,24,0.08738048374652863
50,4,24,0.11041077971458435
51,4,24,0.11517695337533951
52,4,24,0.11440589278936386
53,4,24,0.10254503041505814
54,4,24,0.06263961642980576
55,4,24,0.07759813964366913
56,4,24,0.044081345200538635
57,4,24,0.030820969492197037
58,4,24,0.01798335276544094
59,4,24,0.005013673100620508
60,4,24,0.014043916948139668
61,4,25,0.15712600946426392
62,4,26,0.2758616507053375
63,4,26,0.4010380506515503
64,4,26,0.24778534471988678
65,4,27,0.4625314772129059
66,5,28,0.0266739334911108
67,5,29,0.031085485592484474
68,5,30,0.042646873742341995
69,6,31,0.48309725522994995
70,6,32,0.0077147469855844975
71,6,33,0.025931261479854584
72,6,33,0.09892526268959045
73,6,33,0.016133733093738556
74,6,34,0.0030007418245077133
75,6,34,0.01366395317018032
76,6,34,7.556825585197657e-05
77,6,35,3.616395406424999e-05
78,6,35,0.9728298783302307
79,6,35,0.00012116419384256005
80,6,35,0.002774889813736081
81,6,36,0.003406768199056387
82,7,37,0.23189778625965118
83,7,37,0.041195519268512726
84,7,38,4.911273208563216e-06
85,7,39,0.1333400458097458
86,7,40,0.17870837450027466
87,7,40,0.049324724823236465
88,7,41,0.10630972683429718
89,7,42,0.00857200101017952
90,7,43,0.011131497099995613
91,7,44,0.0002890962059609592
92,7,45,0.034619539976119995
93,7,46,0.348702609539032
94,7,47,0.002630849601700902
95,7,47,0.0028119974303990602
96,7,47,0.0008975882083177567
97,7,48,0.05537381395697594
98,7,49,0.10278863459825516
99,8,50,0.2562272548675537
100,8,51,0.03599432483315468
101,8,51,0.0003409117925912142
102,8,51,0.011339295655488968
103,8,51,0.005912357475608587
104,8,51,0.0014880584785714746
105,8,51,0.011461593210697174
106,8,51,0.005124310497194529
107,8,51,0.035525113344192505
108,8,52,0.0013520672218874097
109,9,53,0.31222060322761536
110,9,53,0.05092815309762955
111,9,53,0.06178447604179382
112,9,53,0.10042263567447662
113,9,53,0.09760386496782303
114,9,53,0.13006918132305145
115,9,53,0.05160249397158623
116,9,53,0.018271077424287796
117,9,54,0.05872036889195442
118,9,55,0.3060166537761688
119,9,56,0.007647946942597628
120,10,57,0.020553193986415863
121,11,58,1.0342307090759277
122,12,59,0.14823603630065918
123,13,60,0.46954816579818726
124,13,61,0.010712264105677605
