pages_crawled,total_reward,terminal_states,nn_loss
1,0,1,0.0033766801934689283
2,0,2,31.12482261657715
3,0,3,0.16615812480449677
4,0,4,6.090075969696045
5,0,5,10.254308700561523
6,0,6,2.549905300140381
7,0,7,1.5636316537857056
8,1,8,0.19810850918293
9,1,9,0.6681122183799744
10,1,10,8.86225700378418
11,1,10,7.611657619476318
12,1,10,0.7617666721343994
13,1,11,13.292972564697266
14,2,11,0.9079428315162659
15,3,12,6.874215602874756
16,3,12,0.04866896942257881
17,3,13,0.026921609416604042
18,3,14,1.2390950918197632
19,4,14,30.86840057373047
20,4,14,0.7408760786056519
21,4,15,0.2393261194229126
22,4,15,0.7901623249053955
23,4,15,0.006635772064328194
24,4,16,9.265902519226074
25,4,17,2.286436080932617
26,4,17,9.545832633972168
27,4,17,30.190685272216797
28,4,17,57.96114730834961
29,4,18,258.7677001953125
30,4,19,41.50490951538086
31,5,20,0.5002198219299316
32,5,21,4.908416271209717
33,5,22,0.18089891970157623
34,5,23,0.49269556999206543
35,5,24,18.757118225097656
36,5,25,3.681485652923584
37,5,25,10.551501274108887
38,5,25,0.12554466724395752
39,5,25,0.0387987457215786
40,5,25,0.011759773828089237
41,5,25,0.003179332707077265
42,5,25,0.017307911068201065
43,5,25,0.04316422715783119
44,5,25,6.524917989736423e-05
45,5,25,0.04355036839842796
46,5,25,0.023540880531072617
47,5,25,0.6864041090011597
48,5,26,11.393647193908691
49,5,27,6.601351261138916
50,5,27,0.0010862626368179917
51,5,28,13.826022148132324
52,5,28,10.608720779418945
53,5,28,1.493751883506775
54,5,29,0.8101218342781067
55,5,29,99.31047058105469
56,5,30,11.31018352508545
57,6,31,31.82704734802246
58,6,32,33.04527282714844
59,6,33,329.3755187988281
60,6,34,1.0911117792129517
61,6,35,3.308724880218506
62,6,36,4.574713706970215
63,6,37,46.767547607421875
64,6,37,8.638816833496094
65,6,38,32.853763580322266
66,6,39,36.07859802246094
67,6,39,221.75588989257812
68,6,40,586.8731079101562
69,6,40,24.92485237121582
70,6,40,3.1842246055603027
71,6,40,1.5276871919631958
72,6,40,1.169167399406433
73,6,40,7.271265506744385
74,6,40,0.8265267610549927
75,6,40,37.91892623901367
76,6,40,1.075069546699524
77,6,40,5.250350475311279
78,6,40,2.226703405380249
79,6,40,0.7883926033973694
80,6,40,0.253246545791626
81,6,40,0.2035989761352539
82,6,40,0.5079814195632935
83,6,40,0.4201487898826599
84,6,40,0.01066494919359684
85,6,40,0.28122425079345703
86,6,40,0.13306835293769836
87,6,40,5.403785705566406
88,6,40,0.1467645913362503
89,6,40,0.36154383420944214
90,6,40,0.37682047486305237
91,6,41,41.234344482421875
92,7,41,3.133112668991089
93,8,41,39.61354446411133
94,9,42,108.42269134521484
95,9,43,0.4903568923473358
96,9,44,2.9130489826202393
97,9,45,6.4781718254089355
98,9,45,138.78033447265625
99,9,45,0.9844013452529907
100,9,45,0.04999477043747902
101,9,45,0.031248241662979126
102,9,45,0.10946332663297653
103,9,45,0.003587508574128151
104,9,45,0.00024890172062441707
105,9,45,0.0035835513845086098
106,9,45,0.3091903328895569
107,9,45,0.3533371686935425
108,9,45,0.19297964870929718
109,9,45,2.510807991027832
110,9,45,0.08561660349369049
111,9,46,4.14405632019043
112,10,46,9.162909507751465
113,11,46,1.9281588792800903
114,12,46,0.2872486710548401
115,13,47,14.881245613098145
116,13,48,0.33598586916923523
117,13,49,96.87966918945312
118,13,50,0.011364349164068699
119,13,51,1.0177668333053589
120,13,52,24.790008544921875
121,13,52,14.981805801391602
122,13,52,0.7048227787017822
123,13,53,9.255136489868164
124,13,54,1.084915280342102
125,14,55,0.8646809458732605
126,14,56,0.04433872178196907
127,15,57,2.717038631439209
128,15,57,35.61625671386719
129,15,58,53.00470733642578
130,15,59,48.169525146484375
131,16,59,76.66326904296875
132,17,59,4.307807922363281
133,17,60,112.9285888671875
134,18,60,0.1257581263780594
135,19,60,0.4795548915863037
136,20,60,0.6709256172180176
137,21,60,34.269493103027344
138,21,60,7.209991931915283
139,21,61,4.9553422927856445
140,21,62,5.498070240020752
141,21,63,13.230669975280762
142,22,63,1.0790927410125732
143,23,63,0.2074374407529831
144,24,63,0.1355319619178772
145,25,63,0.4604238271713257
146,26,63,0.45048096776008606
147,27,63,0.4380282461643219
148,28,63,0.423640638589859
149,29,63,0.0037556723691523075
150,30,63,0.7060852646827698
151,31,63,0.38351795077323914
152,32,63,0.36652225255966187
153,33,63,0.006752047687768936
154,34,63,1.7059794664382935
155,35,63,0.3118518590927124
156,36,63,0.2922954857349396
157,37,63,4.174449920654297
158,38,63,2.94838285446167
159,39,63,0.26955246925354004
160,40,63,0.254082053899765
161,41,63,0.23808063566684723
162,42,63,5.380497455596924
163,43,63,3.526352882385254
164,44,63,0.22116638720035553
165,45,63,0.20908941328525543
166,46,63,0.19648011028766632
167,47,63,12.362611770629883
168,48,63,3.4124865531921387
169,49,63,0.20362454652786255
170,50,63,64.27993774414062
171,51,63,2.6711513996124268
172,51,64,94.45911407470703
173,51,64,101.37953186035156
174,51,64,2.5873842239379883
175,51,64,0.31360164284706116
176,51,64,0.3386703431606293
177,51,64,0.16694945096969604
178,51,64,8.906489372253418
179,51,64,1.1369543075561523
180,51,65,1.3489832878112793
181,51,66,59.963768005371094
182,52,67,48.58057403564453
183,52,68,61.33837127685547
184,52,68,52.66574478149414
185,52,68,0.04721637815237045
186,52,68,0.01161717064678669
187,52,68,0.2631458044052124
188,52,68,0.1324705332517624
189,52,68,0.2337043136358261
190,52,68,0.002545486204326153
191,52,68,0.03296104446053505
192,52,68,0.005456718150526285
193,52,68,0.11930616945028305
194,52,68,0.1370009034872055
195,52,68,0.05031599476933479
196,52,68,0.938371479511261
197,52,68,6.362577438354492
198,52,68,0.32341882586479187
199,52,68,0.11504270881414413
200,52,68,0.015323967672884464
201,52,68,0.13330842554569244
202,52,68,0.008832535706460476
203,52,68,0.00521477498114109
204,52,68,0.01662692055106163
205,52,69,1.1816740036010742
206,53,69,7.766369819641113
207,54,69,17.165523529052734
208,55,69,8.020047187805176
209,56,69,0.157013401389122
210,57,69,113.79439544677734
211,57,70,257.6349792480469
212,57,70,60.0290412902832
213,57,71,170.7044677734375
214,57,72,11.568072319030762
215,57,72,12.654905319213867
216,57,73,2.4507217407226562
217,58,73,56.194854736328125
218,58,73,0.004795231390744448
219,59,73,0.37951764464378357
220,59,73,0.011441870592534542
221,60,73,2.9726083278656006
222,60,74,10.572850227355957
223,60,74,35.264488220214844
224,60,75,7.022539138793945
225,60,76,750.529541015625
226,60,77,1400.229248046875
227,60,78,105.67188262939453
228,60,78,136.7827911376953
229,60,78,4.0674638748168945
230,60,79,11.624497413635254
231,60,80,22.2032527923584
232,60,81,29.131128311157227
233,60,82,133.7344512939453
234,60,83,69.20539855957031
235,61,84,5214.16259765625
