Unnamed: 0,company_name,company_id,url,vertical,missing_vertical,vert_code,vert_desc,company_name_short,is_small_name
30512,HCSS EDUCATION LTD,04863354,http://www.hcsseducation.co.uk,69201 - Accounting and auditing activities,0,69201.0,accounting and auditing activities,hcss education,0
30648,HETHERTONS SOLICITORS LIMITED,08977176,http://www.hethertons.co.uk,69102 - Solicitors,0,69102.0,solicitors,hethertons solicitors,0
30663,HG PROFESSIONAL LIMITED,06897269,http://www.hgprofessional.co.uk,69201 - Accounting and auditing activities,0,69201.0,accounting and auditing activities,hg professional,0
30783,HOLBERTON AND CO LTD,07424892,http://www.holbertonandco.co.uk,69201 - Accounting and auditing activities,0,69201.0,accounting and auditing activities,holberton and co,0
30791,HOLEYS LIMITED,07192529,http://www.holeys.co.uk,69201 - Accounting and auditing activities,0,69201.0,accounting and auditing activities,holeys,0
31008,HUMM ACCOUNTANCY SERVICES LIMITED,08161209,http://www.humm-accountancy.co.uk,69201 - Accounting and auditing activities,0,69201.0,accounting and auditing activities,humm accountancy services,0
31012,HUNT SOLICITORS LIMITED,NI615776,http://www.huntsolicitors.com,69102 - Solicitors,0,69102.0,solicitors,hunt solicitors,0
31021,HURDLEY  & COMPANY LIMITED,08453426,http://www.johnhurdleyco.com,69109 - Activities of patent and copyright agents; other legal activities n.e.c.,0,69109.0,activities of patent and copyright agents other legal activities nec,hurdley  & company,0
31097,IAN WOODWARD ACCOUNTANCY LIMITED,07615048,http://www.iwaccountancy.co.uk,69201 - Accounting and auditing activities,0,69201.0,accounting and auditing activities,ian woodward accountancy,0
31210,ILAW LEGAL SERVICES LIMITED,05837427,http://www.ilaw.co.uk,69102 - Solicitors,0,69102.0,solicitors,ilaw legal services,0
31241,IMMIGRATION STUDIO LIMITED,06853910,http://www.immigrationstudio.com,69102 - Solicitors,0,69102.0,solicitors,immigration studio,0
31476,INTEGRO ACCOUNTING LIMITED,08666375,http://www.integroaccounting.com,69201 - Accounting and auditing activities,0,69201.0,accounting and auditing activities,integro accounting,0
31713,IYKONS ACCOUNTING SERVICES LTD,07965387,http://www.iykons.com,69201 - Accounting and auditing activities,0,69201.0,accounting and auditing activities,iykons accounting services,0
31739,J M MCALLISTER & CO LTD,NI621229,http://www.jmmcallisterandco.co.uk,69201 - Accounting and auditing activities,0,69201.0,accounting and auditing activities,j m mcallister & co,0
31755,J. E. EDMONDSON ACCOUNTING LTD,08560953,http://www.jemaccounting.com,69202 - Bookkeeping activities,0,69202.0,bookkeeping activities,j. e. edmondson accounting,0
31912,JELLYBEAN BOOKKEEPING LTD,08476437,http://www.jellybeanbookkeeping.co.uk,69202 - Bookkeeping activities,0,69202.0,bookkeeping activities,jellybean bookkeeping,0
31984,JMA SOLUTIONS LIMITED,05186628,http://www.jma-solutions.com,69201 - Accounting and auditing activities,0,69201.0,accounting and auditing activities,jma solutions,0
32000,JOB SEEKERS LIMITED,08003834,http://www.job-seekers-directory.jobgotrit.com,69202 - Bookkeeping activities,0,69202.0,bookkeeping activities,job seekers,0
32009,JOHAL STOTT & CO LTD,06633724,http://www.johalstottco.co.uk,69201 - Accounting and auditing activities,0,69201.0,accounting and auditing activities,johal stott & co,0
32012,JOHN ADAMSON & ASSOCIATES LTD.,04485468,http://www.adamson-accountants.co.uk,69201 - Accounting and auditing activities,0,69201.0,accounting and auditing activities,john adamson & associates .,0
32074,JONATHAN ORCHARD LTD,05840762,http://www.jonathanorchard.brandyourself.com,69201 - Accounting and auditing activities,0,69201.0,accounting and auditing activities,jonathan orchard,0
32118,JPS ACCOUNTANTS LIMITED,05914751,http://www.jpsaccountants.co.uk,69201 - Accounting and auditing activities,0,69201.0,accounting and auditing activities,jps accountants,0
32165,JUNEE SOLUTIONS LIMITED,05650618,http://www.junee.nsw.gov.au,69201 - Accounting and auditing activities,0,69201.0,accounting and auditing activities,junee solutions,0
32173,JUPITER BOOKKEEPERS LTD,08183160,http://www.jupiterbookkeepers.co.uk,69202 - Bookkeeping activities,0,69202.0,bookkeeping activities,jupiter bookkeepers,0
32248,KAMDAR LTD,07186624,http://www.kamdarstudios.com,69202 - Bookkeeping activities,0,69202.0,bookkeeping activities,kamdar,0
32367,KENNETH JONES LEGAL LIMITED,08796562,http://www.kenneth-jones.co.uk,69102 - Solicitors,0,69102.0,solicitors,kenneth jones legal,0
32500,KINGSMEAD ACCOUNTING LIMITED,02850558,http://www.kingsmeadaccounting.co.uk,69201 - Accounting and auditing activities,0,69201.0,accounting and auditing activities,kingsmead accounting,0
32523,KIRTON BUSINESS SERVICES LIMITED,07571054,http://www.kirtonbusinesspark.co.uk,69201 - Accounting and auditing activities,0,69201.0,accounting and auditing activities,kirton business services,0
32525,KISA ASSOCIATES LIMITED,06874700,http://www.kisaassociateswatford.co.uk,69201 - Accounting and auditing activities,0,69201.0,accounting and auditing activities,kisa associates,0
32562,KLP BOOKKEEPING LTD,05178624,http://www.klpbookkeeping.co.uk,69202 - Bookkeeping activities,0,69202.0,bookkeeping activities,klp bookkeeping,0
32620,KOUNNIS AND PARTNERS LIMITED,04205389,http://www.accountancy.kounnis.com,69201 - Accounting and auditing activities,0,69201.0,accounting and auditing activities,kounnis and partners,0
32671,KWAN & COMPANY LIMITED,04731294,http://www.kwanandcompany.com,69201 - Accounting and auditing activities,0,69201.0,accounting and auditing activities,kwan & company,0
32720,LADAS & PARRY LONDON LIMITED,00960783,http://www.ladas.com,69109 - Activities of patent and copyright agents; other legal activities n.e.c.,0,69109.0,activities of patent and copyright agents other legal activities nec,ladas & parry london,0
32737,LAKER GOODWIN JONES LTD,07898474,http://www.lakergoodwin.co.uk,69201 - Accounting and auditing activities,0,69201.0,accounting and auditing activities,laker goodwin jones,0
32738,LAKER LEGAL SOLICITORS LTD,08741600,http://www.lakerlegal.co.uk,69102 - Solicitors,0,69102.0,solicitors,laker legal solicitors,0
32776,LANDONS SOLICITORS LIMITED,09092185,http://www.landons.co.uk,69102 - Solicitors,0,69102.0,solicitors,landons solicitors,0
32782,LANE IP LIMITED,08093380,http://www.laneip.co.uk,69102 - Solicitors,0,69102.0,solicitors,lane ip,0
32785,LANGARD LIFFORD HALL LIMITED,03790803,http://www.liffordhall.co.uk,69201 - Accounting and auditing activities,0,69201.0,accounting and auditing activities,langard lifford hall,0
32858,LAWDIT SOLICITORS LIMITED,04714251,http://www.lawdit.co.uk,69102 - Solicitors,0,69102.0,solicitors,lawdit solicitors,0
32861,LAWPLUS LIMITED,03933313,http://www.lawplusltd.com,69102 - Solicitors,0,69102.0,solicitors,lawplus,0
32907,LEARMONTH & CO. LIMITED,05698210,http://www.learmonth-consulting.co.uk,69203 - Tax consultancy,0,69203.0,tax consultancy,learmonth & co.,0
32945,LEGAL CASHIERS LTD,08048163,http://www.legalcashiers.info,69202 - Bookkeeping activities,0,69202.0,bookkeeping activities,legal cashiers,0
32988,LEOPOLD BUSINESS SERVICES GROUP LTD,SC422460,http://www.leopoldgroupblog.co.uk,69201 - Accounting and auditing activities,0,69201.0,accounting and auditing activities,leopold business services group,0
32995,LETHBRIDGE LIMITED,05200057,http://www.lil.ab.ca,69202 - Bookkeeping activities,0,69202.0,bookkeeping activities,lethbridge,0
33033,LEXTON LAW SOLICITORS LIMITED,07902823,http://www.lextonlawsolicitors.com,69102 - Solicitors,0,69102.0,solicitors,lexton law solicitors,0
33061,LICENSED TRADE SOLUTIONS LIMITED,06209544,http://www.licensedsolutions.co.uk,69201 - Accounting and auditing activities,0,69201.0,accounting and auditing activities,licensed trade solutions,0
33089,LIGHTHOUSE PROPERTY SEARCHES LTD,07031408,http://www.lighthousepropertysearches.co.uk,69109 - Activities of patent and copyright agents; other legal activities n.e.c.,0,69109.0,activities of patent and copyright agents other legal activities nec,lighthouse property searches,0
33166,LIONSHEAD LAW LTD,08454219,http://www.lionsheadlaw.co.uk,69102 - Solicitors,0,69102.0,solicitors,lionshead law,0
33224,LIVINGSTONE BROWN LIMITED,SC485380,http://www.livbrown.co.uk,69102 - Solicitors,0,69102.0,solicitors,livingstone brown,0
33230,LJS LIMITED,03384033,http://www.ljsltd.com,69201 - Accounting and auditing activities,0,69201.0,accounting and auditing activities,ljs,1
33233,LKP LIMITED,07890482,http://www.lkpsec.com,69202 - Bookkeeping activities,0,69202.0,bookkeeping activities,lkp,1
33244,LMW LIMITED,06299259,http://www.lakshmimach.com,69201 - Accounting and auditing activities,0,69201.0,accounting and auditing activities,lmw,1
33432,LUCAS ACCOUNTANCY LIMITED,04947305,http://www.lucasaccountancy.co.uk,69201 - Accounting and auditing activities,0,69201.0,accounting and auditing activities,lucas accountancy,0
33515,M. G. WHITBY & COMPANY LIMITED,04570142,http://www.mgwhitbyco-woodbridge.co.uk,69201 - Accounting and auditing activities,0,69201.0,accounting and auditing activities,m. g. whitby & company,0
33571,MAGENTA ACCOUNTS LIMITED,04657124,http://www.magenta-accounts.com,69201 - Accounting and auditing activities,0,69201.0,accounting and auditing activities,magenta accounts,0
33634,MALCOLM HURST OF PONTEFRACT AND YORK LIMITED,04918668,http://www.malcolmhurst.com,69201 - Accounting and auditing activities,0,69201.0,accounting and auditing activities,malcolm hurst of pontefract and york,0
33636,MALCOLM PIPER & COMPANY LIMITED,07678988,http://www.malcolmpiper.co.uk,69201 - Accounting and auditing activities,0,69201.0,accounting and auditing activities,malcolm piper & company,0
33758,MARK APPLEYARD LIMITED,06043066,http://www.malaw.co.uk,69102 - Solicitors,0,69102.0,solicitors,mark appleyard,0
33814,MARTIN AND COMPANY ACCOUNTANTS LIMITED,07111497,http://www.martinandcompany.co.uk,69201 - Accounting and auditing activities,0,69201.0,accounting and auditing activities,martin and company accountants,0
33863,MATHEMATICALLY INSPIRED SOLUTIONS LIMITED,07508396,http://www.mis4u.co.uk,69201 - Accounting and auditing activities,0,69201.0,accounting and auditing activities,mathematically inspired solutions,0
33876,MATRIX LEGAL SUPPORT LIMITED,06531139,http://www.matrixlegalsupport.co.uk,69109 - Activities of patent and copyright agents; other legal activities n.e.c.,0,69109.0,activities of patent and copyright agents other legal activities nec,matrix legal support,0
33892,MATTOCKS GRINDLEY LTD,07216289,http://www.mattocksgrindley.co.uk,69201 - Accounting and auditing activities,0,69201.0,accounting and auditing activities,mattocks grindley,0
33921,MAYDAY ACCOUNTANTS LTD,08380176,http://www.maydayaccountants.com,69201 - Accounting and auditing activities,0,69201.0,accounting and auditing activities,mayday accountants,0
33938,MAZZEO LTD,08687720,http://www.josephmazzeo.com,69109 - Activities of patent and copyright agents; other legal activities n.e.c.,0,69109.0,activities of patent and copyright agents other legal activities nec,mazzeo,0
33965,MCBW LIMITED,05602725,http://www.mcbw.co.uk,69201 - Accounting and auditing activities,0,69201.0,accounting and auditing activities,mcbw,0
34009,MCSIL CORPORATE ASSOCIATES LIMITED,08431471,http://www.mcsilassociates.com,69201 - Accounting and auditing activities,0,69201.0,accounting and auditing activities,mcsil corporate associates,0
34135,MELANIE CURTIS ACCOUNTANTS LTD,05153444,http://www.melaniecurtisaccountants.co.uk,69201 - Accounting and auditing activities,0,69201.0,accounting and auditing activities,melanie curtis accountants,0
34144,MELKERTS SOLICITORS LIMITED,06835019,http://www.melkerts-solicitors.co.uk,69102 - Solicitors,0,69102.0,solicitors,melkerts solicitors,0
34166,MENZIES LAW LIMITED,07093081,http://www.menzieslaw.co.uk,69102 - Solicitors,0,69102.0,solicitors,menzies law,0
34239,METHERELL GARD LTD,04223844,http://www.metherellgard.co.uk,69201 - Accounting and auditing activities,0,69201.0,accounting and auditing activities,metherell gard,0
34372,MILLBANK FINANCIAL SERVICES LIMITED,02081191,http://www.millbankfinancial.com,69203 - Tax consultancy,0,69203.0,tax consultancy,millbank financial services,0
34587,MONTPELIER PROFESSIONAL LIMITED,05015047,http://www.montpelierchartered.com,69201 - Accounting and auditing activities,0,69201.0,accounting and auditing activities,montpelier professional,0
34628,MORGAN & STUCKEY LTD,08710576,http://www.mandsac.co.uk,69201 - Accounting and auditing activities,0,69201.0,accounting and auditing activities,morgan & stuckey,0
34632,MORGAN REED ACCOUNTANTS LIMITED,08162692,http://www.morgan-reed.com,69201 - Accounting and auditing activities,0,69201.0,accounting and auditing activities,morgan reed accountants,0
34646,MORRISONS LIMITED,02280567,http://www.groceries.morrisons.com,69102 - Solicitors,0,69102.0,solicitors,morrisons,0
34691,MOUAT ACCOUNTANCY LIMITED,04669860,http://www.mouataccountancy.co.uk,69201 - Accounting and auditing activities,0,69201.0,accounting and auditing activities,mouat accountancy,0
34764,MULDERRIGS SOLICITORS LTD,05294622,http://www.mulderrigs.co.uk,69102 - Solicitors,0,69102.0,solicitors,mulderrigs solicitors,0
34784,MURCHISON LAW LIMITED,SC377229,http://www.murchisonlaw.co.uk,69102 - Solicitors,0,69102.0,solicitors,murchison law,0
34790,MURRAY HILLS SOLICITORS LIMITED,08378879,http://www.murrayhillssolicitors.co.uk,69102 - Solicitors,0,69102.0,solicitors,murray hills solicitors,0
34814,MW BOOKKEEPING SERVICES LIMITED,08134899,http://www.mwbookkeeping.co.uk,69202 - Bookkeeping activities,0,69202.0,bookkeeping activities,mw bookkeeping services,0
35094,NEWNHAM & JORDAN SOLICITORS LTD,07422242,http://www.newnham-jordan.co.uk,69102 - Solicitors,0,69102.0,solicitors,newnham & jordan solicitors,0
35123,NGJ BOOKKEEPING & PAYROLL LIMITED,07168850,http://www.ngjbookkeeping.co.uk,69202 - Bookkeeping activities,0,69202.0,bookkeeping activities,ngj bookkeeping & payroll,0
35148,NICOLA J TIERNAN SOLICITOR LIMITED,06640273,http://www.nicolajtiernansolicitor.co.uk,69102 - Solicitors,0,69102.0,solicitors,nicola j tiernan solicitor,0
35224,NORDEN SERVICES LIMITED,05305410,http://www.ds-norden.com,69201 - Accounting and auditing activities,0,69201.0,accounting and auditing activities,norden services,0
35249,NORTH FORD SOLICITORS LIMITED,07323006,http://www.northfordsolicitors.com,69102 - Solicitors,0,69102.0,solicitors,north ford solicitors,0
35458,OCCASIO LEGAL LIMITED,06523067,http://www.occasio-legal.com,69102 - Solicitors,0,69102.0,solicitors,occasio legal,0
35494,OESA LIMITED,04214602,http://www.oesa.co.uk,69109 - Activities of patent and copyright agents; other legal activities n.e.c.,0,69109.0,activities of patent and copyright agents other legal activities nec,oesa,0
35567,OMBROS SOLUTIONS LIMITED,08286058,http://www.ombrossolutions.co.uk,69202 - Bookkeeping activities,0,69202.0,bookkeeping activities,ombros solutions,0
35691,ORACUL LTD,06007356,http://www.oracul.bg,69202 - Bookkeeping activities,0,69202.0,bookkeeping activities,oracul,0
35731,ORION LAW LTD,07186134,http://www.orionlaw.co.uk,69102 - Solicitors,0,69102.0,solicitors,orion law,0
35784,OTTEN PENNA LIMITED,07658309,http://www.ottenpenna.co.uk,69102 - Solicitors,0,69102.0,solicitors,otten penna,0
35880,PABSCO LIMITED,03185222,http://www.pabsco.co.uk,69202 - Bookkeeping activities,0,69202.0,bookkeeping activities,pabsco,0
35906,PAIFANG ACCOUNTANTS & TAX ADVISORS (UK) LTD,08979937,http://www.paifang.co.uk,69201 - Accounting and auditing activities,0,69201.0,accounting and auditing activities,paifang accountants & tax advisors (uk),0
35999,PARKES & SWAN LIMITED,07101461,http://www.parkesandswan.co.uk,69201 - Accounting and auditing activities,0,69201.0,accounting and auditing activities,parkes & swan,0
36011,PARNALLS SOLICITORS LIMITED,04112863,http://www.parnalls.com,69102 - Solicitors,0,69102.0,solicitors,parnalls solicitors,0
36062,PAUL CAMERON LEGAL SERVICES LIMITED,09281138,http://www.paulcameronlegalservices.co.uk,69102 - Solicitors,0,69102.0,solicitors,paul cameron legal services,0
36067,PAUL J. ALDER LIMITED,03125621,http://www.pjalder.co.uk,69201 - Accounting and auditing activities,0,69201.0,accounting and auditing activities,paul j. alder,0
36071,PAUL NEASHAM ACCOUNTANCY LIMITED,07320159,http://www.paulneashamaccountancy.co.uk,69201 - Accounting and auditing activities,0,69201.0,accounting and auditing activities,paul neasham accountancy,0
36079,PAYASSIST LIMITED,08896393,http://www.payassist.net.au,69201 - Accounting and auditing activities,0,69201.0,accounting and auditing activities,payassist,0
36080,PAYERISE PAYROLL SOLUTIONS LIMITED,08960760,http://www.payerise.co.uk,69201 - Accounting and auditing activities,0,69201.0,accounting and auditing activities,payerise payroll solutions,0
36081,PAYMED CONTRACTORS LIMITED,07425732,http://www.paymed.co.uk,69201 - Accounting and auditing activities,0,69201.0,accounting and auditing activities,paymed contractors,0
36086,PAYROLL & BOOKKEEPING SERVICES LIMITED,05033096,http://www.payroll-tamworth.co.uk,69201 - Accounting and auditing activities,0,69201.0,accounting and auditing activities,payroll & bookkeeping services,0
36087,PAYROLL CHECK LIMITED,03305889,http://www.payrollcheck.org.uk,69201 - Accounting and auditing activities,0,69201.0,accounting and auditing activities,payroll check,0
36106,PDC LEGAL LTD,08032246,http://www.pdclegal.co.uk,69102 - Solicitors,0,69102.0,solicitors,pdc legal,0
36165,PELLYS TRANSPORT & REGULATORY SERVICES LIMITED,06751900,http://www.transportlawyer.co.uk,69102 - Solicitors,0,69102.0,solicitors,pellys transport & regulatory services,0
36185,PENN FARADAY SOLICITORS LTD,07304628,http://www.pennfaraday.com,69102 - Solicitors,0,69102.0,solicitors,penn faraday solicitors,0
36273,PETER HEARNE ASSOCIATES LIMITED,04207720,http://www.phalichfield.com,69201 - Accounting and auditing activities,0,69201.0,accounting and auditing activities,peter hearne associates,0
36299,PG ACCOUNTANCY SERVICES (UK) LTD,07599791,http://www.pgaccountancyservices.com,69201 - Accounting and auditing activities,0,69201.0,accounting and auditing activities,pg accountancy services (uk),0
36324,PHILBYS LIMITED,05753396,http://www.philbys.co.uk,69201 - Accounting and auditing activities,0,69201.0,accounting and auditing activities,philbys,0
36470,PLAN TARGET PARTNERSHIP LIMITED,05020974,http://www.plan-target.com,69201 - Accounting and auditing activities,0,69201.0,accounting and auditing activities,plan target partnership,0
36480,PLANTATION LEGAL SERVICES LIMITED,05011627,http://www.plantationlegal.co.uk,69102 - Solicitors,0,69102.0,solicitors,plantation legal services,0
36657,POWDIN & CO LIMITED,08723379,http://www.powdin.co.uk,69201 - Accounting and auditing activities,0,69201.0,accounting and auditing activities,powdin & co,0
36808,PRISM CORPORATE BROKING LIMITED,04825898,http://www.prismcorporatebroking.com,69201 - Accounting and auditing activities,0,69201.0,accounting and auditing activities,prism corporate broking,0
36812,"PRITCHARD,EVANS & CO. LTD",06596642,http://www.pritchardevans.co.uk,69201 - Accounting and auditing activities,0,69201.0,accounting and auditing activities,"pritchard,evans & co.",0
36815,PRO BONO IN THE LMC,08812877,http://www.pblmc.org,69109 - Activities of patent and copyright agents; other legal activities n.e.c.,0,69109.0,activities of patent and copyright agents other legal activities nec,pro bono in the lmc,0
36819,PRO TEMPORE LEGAL SERVICES LTD,08096212,http://www.pro-tempore.com,69109 - Activities of patent and copyright agents; other legal activities n.e.c.,0,69109.0,activities of patent and copyright agents other legal activities nec,pro tempore legal services,0
36936,PRYDIS LEGAL LIMITED,07345616,http://www.prydis.com,69102 - Solicitors,0,69102.0,solicitors,prydis legal,0
36981,PURDYS SOLICITORS LIMITED,06431083,http://www.purdys-solicitors.co.uk,69102 - Solicitors,0,69102.0,solicitors,purdys solicitors,0
37048,QFL LTD,08543033,http://www.qflhealthcare.com,69201 - Accounting and auditing activities,0,69201.0,accounting and auditing activities,qfl,1
37148,R & D TAX AND GRANTS LIMITED,06795606,http://www.libcus.com,69203 - Tax consultancy,0,69203.0,tax consultancy,r & d tax and grants,0
37235,RAINS & CO LIMITED,03708017,http://www.rains.dk,69201 - Accounting and auditing activities,0,69201.0,accounting and auditing activities,rains & co,0
37262,RANJHA ACCOUNTANTS LTD,08324126,http://www.air-accountants.co.uk,69202 - Bookkeeping activities,0,69202.0,bookkeeping activities,ranjha accountants,0
37306,RAWLINSONS LIMITED,02236458,http://www.rawlinsons.co.nz,69201 - Accounting and auditing activities,0,69201.0,accounting and auditing activities,rawlinsons,0
37642,RHODES ACCOUNTANTS AND BUSINESS ADVISERS LIMITED,09004675,http://www.rhodes-accountants.com,69201 - Accounting and auditing activities,0,69201.0,accounting and auditing activities,rhodes accountants and business advisers,0
37663,RICHARD PRICE ACCOUNTANCY LTD,08870163,http://www.richardpriceaccountancy.co.uk,69201 - Accounting and auditing activities,0,69201.0,accounting and auditing activities,richard price accountancy,0
37671,RICHARDSONS LEGAL SERVICES LTD,08001211,http://www.rls-uk.com,69109 - Activities of patent and copyright agents; other legal activities n.e.c.,0,69109.0,activities of patent and copyright agents other legal activities nec,richardsons legal services,0
37729,RITA 4 RENT LIMITED,08491295,http://www.rita4rent.co.uk,69201 - Accounting and auditing activities,0,69201.0,accounting and auditing activities,rita 4 rent,0
37771,RM & CO ACCOUNTANCY LTD,07701287,http://www.rm-accountants.co.uk,69201 - Accounting and auditing activities,0,69201.0,accounting and auditing activities,rm & co accountancy,0
37826,ROBY BRIMLEY & CO LIMITED,04128393,http://www.robybrimley.co.uk,69201 - Accounting and auditing activities,0,69201.0,accounting and auditing activities,roby brimley & co,0
37871,ROLLASON ACCOUNTANCY LIMITED,06686525,http://www.rollasonaccountancy.co.uk,69201 - Accounting and auditing activities,0,69201.0,accounting and auditing activities,rollason accountancy,0
37942,ROVIK LTD,07754847,http://www.roviklanka.lk,69201 - Accounting and auditing activities,0,69201.0,accounting and auditing activities,rovik,0
37949,ROWSON & ASSOCIATES LIMITED,SC309540,http://www.rowsonandassociates.com,69102 - Solicitors,0,69102.0,solicitors,rowson & associates,0
38026,RWM TAXATION LIMITED,04668390,http://www.rwm-taxation.co.uk,69203 - Tax consultancy,0,69203.0,tax consultancy,rwm taxation,0
38036,RYLEY KNIGHT CHAMBERS LIMITED,08235469,http://www.ryleyknight.co.uk,69101 - Barristers at law,0,69101.0,barristers at law,ryley knight chambers,0
38058,S. C. HOSKER & CO LIMITED,06191855,http://www.s-c-hosker-and-co.co.uk,69201 - Accounting and auditing activities,0,69201.0,accounting and auditing activities,s. c. hosker & co,0
38073,SABLE ACCOUNTING LTD,03517738,http://www.sable-group.com,69201 - Accounting and auditing activities,0,69201.0,accounting and auditing activities,sable accounting,0
38151,SALLY GRANT LTD,05440578,http://www.sallygrantlimited.co.uk,69201 - Accounting and auditing activities,0,69201.0,accounting and auditing activities,sally grant,0
38378,SCS ACCOUNTING SOLUTIONS LIMITED,06780242,http://www.scsaccountingsolutions.co.uk,69201 - Accounting and auditing activities,0,69201.0,accounting and auditing activities,scs accounting solutions,0
38485,SEF VAT & INDIRECT TAX CONSULTANTS LTD,08873151,http://www.sef-vatconsultants.co.uk,69203 - Tax consultancy,0,69203.0,tax consultancy,sef vat & indirect tax consultants,0
38565,SERRANO LIMITED,04070465,http://www.serrano.com.sg,69201 - Accounting and auditing activities,0,69201.0,accounting and auditing activities,serrano,0
38638,SHARRATTS SOLICITORS LIMITED,05952960,http://www.sharratts.com,69102 - Solicitors,0,69102.0,solicitors,sharratts solicitors,0
38659,SHEFFORD ACCOUNTANCY SERVICES LIMITED,08947176,http://www.sheffordaccounts.co.uk,69201 - Accounting and auditing activities,0,69201.0,accounting and auditing activities,shefford accountancy services,0
38664,SHELDON DAVIDSON SOLICITORS LTD,06958532,http://www.sds-solicitors.com,69102 - Solicitors,0,69102.0,solicitors,sheldon davidson solicitors,0
38696,SHIPTON BOOKKEEPING AND PAYROLL LTD,08783271,http://www.shiptonltd.co.uk,69202 - Bookkeeping activities,0,69202.0,bookkeeping activities,shipton bookkeeping and payroll,0
38740,SICKNOTE LIMITED,04353582,http://www.sickmerch.bigcartel.com,69201 - Accounting and auditing activities,0,69201.0,accounting and auditing activities,sicknote,0
38742,SIDDHARTHA LIMITED,08863533,http://www.siddharthabank.com,69202 - Bookkeeping activities,0,69202.0,bookkeeping activities,siddhartha,0
38778,SILK FAMILY LAW LIMITED,07184996,http://www.silkfamilylaw.co.uk,69102 - Solicitors,0,69102.0,solicitors,silk family law,0
39026,SMT CONTRACT CONSULTING LTD,08000682,http://www.smt-contracts.co.uk,69109 - Activities of patent and copyright agents; other legal activities n.e.c.,0,69109.0,activities of patent and copyright agents other legal activities nec,smt contract consulting,0
39055,SOCHALL SMITH LIMITED,04694182,http://www.sochallsmith.co.uk,69201 - Accounting and auditing activities,0,69201.0,accounting and auditing activities,sochall smith,0
39094,SOLENT ACCOUNTANTS LIMITED,07090473,http://www.solentaccountants.co.uk,69201 - Accounting and auditing activities,0,69201.0,accounting and auditing activities,solent accountants,0
39167,SOUTH CHESHIRE BOOKKEEPING LIMITED,07781684,http://www.scbltd.co.uk,69202 - Bookkeeping activities,0,69202.0,bookkeeping activities,south cheshire bookkeeping,0
39366,SPRING PROFESSIONAL SERVICES LTD,SC474173,http://www.springasia.com,69201 - Accounting and auditing activities,0,69201.0,accounting and auditing activities,spring professional services,0
39445,ST PHILIPS ADR LTD,07317751,http://www.stphilipsadr.com,69109 - Activities of patent and copyright agents; other legal activities n.e.c.,0,69109.0,activities of patent and copyright agents other legal activities nec,st philips adr,0
39553,STEELES LAW SOLICITORS LIMITED,08294222,http://www.steeleslaw.co.uk,69102 - Solicitors,0,69102.0,solicitors,steeles law solicitors,0
39618,STILL ACCOUNTING LIMITED,08890270,http://www.stillaccounting.co.uk,69201 - Accounting and auditing activities,0,69201.0,accounting and auditing activities,still accounting,0
39781,SUCCESS ACCOUNTING LTD,05839779,http://www.successservices.com.au,69202 - Bookkeeping activities,0,69202.0,bookkeeping activities,success accounting,0
39785,SUDWORTHS LIMITED,08466602,http://www.sudworths.co.uk,69201 - Accounting and auditing activities,0,69201.0,accounting and auditing activities,sudworths,0
39836,SUNFLOWER ACCOUNTS LTD,07894750,http://www.sunfloweraccounts.co.uk,69201 - Accounting and auditing activities,0,69201.0,accounting and auditing activities,sunflower accounts,0
39960,SW ACCIDENT CLAIMS SOLICITORS LIMITED,09243452,http://www.swaccidentclaims.com,69102 - Solicitors,0,69102.0,solicitors,sw accident claims solicitors,0
40031,SYMMETRY LAW LIMITED,07156594,http://www.symmetry-law.co.uk,69102 - Solicitors,0,69102.0,solicitors,symmetry law,0
40092,TACTIX FOR BUSINESS LIMITED,08337783,http://www.tactixforbusiness.co.uk,69201 - Accounting and auditing activities,0,69201.0,accounting and auditing activities,tactix for business,0
40093,TAE CONSULTANCY LTD,07777595,http://www.taeconsultancy.co.uk,69203 - Tax consultancy,0,69203.0,tax consultancy,tae consultancy,0
40202,TAW ACCOUNTANCY SERVICES LIMITED,07486807,http://www.tawaccounts.co.uk,69202 - Bookkeeping activities,0,69202.0,bookkeeping activities,taw accountancy services,0
40204,TAXATION AND ACCOUNTANCY SOLUTIONS LIMITED,08670272,http://www.silversolutions.co.nz,69201 - Accounting and auditing activities,0,69201.0,accounting and auditing activities,taxation and accountancy solutions,0
40205,TAXAVE BUSINESS CENTRE LIMITED,06017425,http://www.taxave.co.uk,69201 - Accounting and auditing activities,0,69201.0,accounting and auditing activities,taxave business centre,0
40367,TENTERDEN CONSULTING LIMITED,07303248,http://www.tenterdenconsulting.co.uk,69203 - Tax consultancy,0,69203.0,tax consultancy,tenterden consulting,0
40405,TG BOOKKEEPING SOLUTIONS LTD,07509516,http://www.tgaccountancy.co.uk,69202 - Bookkeeping activities,0,69202.0,bookkeeping activities,tg bookkeeping solutions,0
40565,THE CHARTWELL PARTNERSHIP LTD,06302441,http://www.chartwellpartnership.com,69201 - Accounting and auditing activities,0,69201.0,accounting and auditing activities,the chartwell partnership,0
40670,THE EMPLOYMENT LAW PARTNERSHIP LIMITED,07912413,http://www.employmentlawpartnership.co.uk,69102 - Solicitors,0,69102.0,solicitors,the employment law partnership,0
40684,THE EVENLODE NETWORK OF ACCOUNTANTS LIMITED,04840316,http://www.evenlodeaccountants.co.uk,69201 - Accounting and auditing activities,0,69201.0,accounting and auditing activities,the evenlode network of accountants,0
