pages_crawled,total_reward,terminal_states,nn_loss
1,0,0,7.4035606303368695e-06
2,0,0,1.3974645298731048e-06
3,0,0,3.9409442251781e-06
4,0,0,1.2198189835999074e-07
5,0,0,3.911275143764215e-06
6,1,1,0.4904346466064453
7,1,1,1.148141905105149e-06
8,1,1,1.2172325796200312e-06
9,1,1,1.1178466365890927e-06
10,1,1,2.8931031010870356e-06
11,1,1,2.0186441815894796e-06
12,1,1,2.0354948446765775e-06
13,1,1,3.3461733437434305e-06
14,1,1,2.7474020498630125e-06
15,1,1,2.5651688702055253e-06
16,1,1,2.625227125463425e-06
17,1,1,2.75468528343481e-06
18,1,1,2.805536951200338e-06
19,1,1,2.9337847990973387e-06
20,1,1,3.521923019889073e-07
21,1,1,4.235668711771723e-06
22,1,1,3.5036332519666757e-06
23,1,1,3.3520209399284795e-06
24,1,1,6.173604560899548e-06
25,1,1,3.901545824191999e-06
26,1,1,2.8852809919044375e-06
27,1,1,2.8324270715529565e-06
28,1,1,2.3229647467815084e-06
29,1,1,5.023506673751399e-06
30,1,1,2.4723510705371154e-06
31,1,1,1.420753619640891e-06
32,1,1,3.5185470892429294e-07
33,1,2,0.00024807441513985395
34,2,3,0.484549343585968
35,2,3,3.881150405504741e-06
36,2,3,2.0266277260816423e-06
37,2,3,1.1834230463136919e-05
38,2,3,5.746754595747916e-06
39,2,3,6.1504370023612864e-06
40,2,3,6.527513050968992e-06
41,2,3,6.878007297927979e-06
42,2,3,7.202319466159679e-06
43,2,3,0.00011331909627187997
44,2,3,7.783910405123606e-06
45,3,4,0.46069785952568054
46,4,5,0.47715485095977783
47,4,5,0.00011642777099041268
48,4,5,0.0002530897327233106
49,5,6,0.4525303840637207
50,5,6,9.058797149918973e-05
51,5,6,1.7022571228153538e-06
52,5,7,0.0006043105386197567
53,6,8,0.4586908519268036
54,6,8,0.0001388202072121203
55,6,8,1.2526418231573189e-06
56,6,8,0.0004922111402265728
57,6,8,2.2486263333121315e-05
58,6,8,1.4852036656520795e-05
59,6,8,0.00014704604109283537
60,6,8,2.7810763185698306e-06
61,6,8,2.6416220862301998e-05
62,6,8,3.116092557320371e-05
63,6,8,0.00010897887841565534
64,6,8,0.0015259626088663936
65,6,8,0.00015443166194017977
66,7,9,0.4259750545024872
67,7,9,2.809103716572281e-05
68,7,9,0.00011566551984287798
69,7,10,0.002674013376235962
70,7,10,7.885933155193925e-05
71,7,10,0.00039697292959317565
72,7,10,2.335200952074956e-05
73,7,10,2.91130108962534e-05
74,7,10,2.785764263535384e-05
75,7,10,2.6188610718236305e-05
76,7,10,7.770378829263791e-08
77,7,10,7.87399840191938e-05
78,7,10,0.0004016668244730681
79,7,10,1.6034467989811674e-05
80,7,10,3.7671110476367176e-05
81,8,11,0.4390542507171631
82,8,11,0.00010125002881977707
83,8,11,1.0706238754210062e-05
84,8,11,2.459453753544949e-05
85,8,11,9.103738562998842e-08
86,8,11,4.3415340766905786e-12
87,8,11,3.0764017111550856e-08
88,8,11,8.85072149685584e-05
89,8,11,0.0004167201113887131
90,8,11,0.00021482899319380522
91,8,12,0.0027404166758060455
92,8,12,0.00019475241424515843
93,8,12,0.0005938749527558684
94,8,12,4.844517752644606e-05
95,8,12,5.6038177717709914e-05
96,8,12,5.244157728157006e-05
97,8,12,3.430716606089845e-05
98,8,12,5.518735633813776e-05
99,8,12,3.690011362778023e-05
100,8,12,5.7005872804438695e-05
101,8,12,5.75892991037108e-05
