pages_crawled,total_reward,terminal_states,nn_loss
358,39,82,0.0005074223154224455
359,39,82,0.0001894320739666
360,40,83,0.25619927048683167
361,40,83,4.7283509047701955e-05
362,40,83,0.00015802642155904323
363,40,83,0.00019469528342597187
364,40,83,0.0002357867924729362
365,40,83,0.0019657695665955544
366,41,84,0.27795690298080444
367,41,84,0.0026861089281737804
368,42,85,0.24873697757720947
369,42,85,0.003334995824843645
370,42,85,0.0001730573712848127
371,42,85,0.00023085609427653253
372,42,85,0.015356253832578659
373,42,86,0.004490011837333441
374,42,86,0.00025683408603072166
375,42,86,4.76899731438607e-05
376,42,86,0.0005173628451302648
377,42,86,0.0006565190851688385
378,43,87,0.24279099702835083
379,43,87,0.00022630802413914353
380,43,87,0.00026230840012431145
381,43,87,0.005189374089241028
382,43,87,0.0005779070779681206
383,43,87,0.0007455379236489534
384,43,87,0.00010705362365115434
385,43,87,0.0013612295733764768
386,43,87,0.00028682933771051466
387,43,87,0.0006035373662598431
388,43,87,0.00030458695255219936
389,43,87,0.0011232682736590505
390,43,87,0.000614042510278523
391,43,87,0.0006554201827384531
392,43,87,0.0005571759538725019
393,43,87,0.0005146701005287468
394,43,87,5.0453327276045457e-05
395,43,87,0.001011414104141295
396,43,87,0.00021472753724083304
397,43,87,8.868062286637723e-05
398,43,87,0.00022066083329264075
399,43,87,0.001336679793894291
400,43,87,0.00044592830818146467
401,43,87,0.00031460175523534417
402,43,87,0.00028986993129365146
403,43,87,0.0003108152304776013
404,43,87,0.000303292996250093
405,43,87,0.0002512197243049741
406,43,88,0.029416367411613464
407,44,89,0.23356106877326965
408,45,90,0.33273565769195557
409,45,90,0.0005818831268697977
410,45,90,0.0004716851399280131
411,45,90,0.0007025192026048899
412,45,91,0.03412692993879318
413,46,92,0.1770598292350769
414,46,92,0.004493303596973419
415,46,92,0.006692676804959774
416,46,93,0.01061965711414814
417,47,94,0.2218855619430542
418,48,95,0.26299241185188293
419,48,96,0.03206915408372879
420,48,96,0.023025888949632645
421,48,96,0.014594346284866333
422,48,96,0.000529634125996381
423,49,97,0.22652855515480042
424,50,98,0.264168918132782
425,51,99,0.29439476132392883
426,51,99,7.6324213296175e-06
427,51,99,4.264063682057895e-05
428,51,99,0.005545692052692175
429,51,99,0.0007216564263217151
430,51,100,0.044006798416376114
431,51,100,1.1071092558267992e-05
432,51,100,0.0007433656719513237
433,51,100,0.0008819359936751425
434,51,100,0.0007858140161260962
435,51,100,0.0008030579192563891
436,51,100,0.0012328445445746183
437,51,100,0.000691744964569807
438,51,100,0.0006795853842049837
439,51,100,0.0008534752414561808
440,51,100,0.000698577961884439
441,51,101,0.06403451412916183
442,51,101,0.003232282819226384
443,51,101,0.0004045803507324308
444,52,102,0.25751960277557373
445,52,103,0.0625193864107132
446,52,103,0.0009507980430498719
447,52,103,0.011573501862585545
448,52,104,0.1278567761182785
449,53,105,0.37641170620918274
450,54,106,0.20595116913318634
451,54,106,0.005267191678285599
452,54,106,0.00043842129525728524
453,54,106,0.0009501769673079252
454,54,106,0.00056310003856197
455,54,106,6.642371097598243e-10
456,54,107,0.04922765493392944
457,54,107,0.0020042099058628082
458,55,108,0.2742375433444977
459,55,108,0.014907998032867908
460,55,108,0.006358589045703411
461,55,109,0.05077676847577095
462,55,110,0.062429074198007584
463,55,111,0.03929426148533821
464,55,112,0.061863187700510025
465,55,112,0.0009879349963739514
466,55,112,0.003635810688138008
467,55,112,0.0011338690528646111
468,55,112,0.0006049619405530393
469,55,112,2.2661430193693377e-05
470,55,113,0.04506147280335426
471,55,113,0.001401335815899074
472,55,113,0.0011436713393777609
473,55,113,0.0027483166195452213
474,55,113,1.9567458366509527e-05
475,56,114,0.26440444588661194
476,56,115,0.03313140943646431
477,57,116,0.19419632852077484
478,57,116,5.902533303014934e-06
479,57,116,0.0008543995791114867
480,57,116,0.0003961720212828368
481,57,116,0.00039065800956450403
482,57,116,2.1589769971797068e-07
483,57,116,0.00037878553848713636
484,57,116,0.0003792433999478817
485,57,116,0.0003795656084548682
486,57,116,0.00037976517342031
487,57,116,0.0003866874903906137
488,57,116,0.0003886122431140393
489,57,116,0.0003871824301313609
490,57,116,0.00038790260441601276
491,57,116,0.00041267662891186774
492,57,116,0.000599317136220634
493,57,116,0.00041301659075543284
494,57,116,0.0003397505497559905
495,57,116,0.0002874249476008117
496,57,116,0.0004190937033854425
497,57,116,0.0003219576319679618
498,57,116,0.00035953722544945776
499,57,116,0.0003382761206012219
500,57,116,0.0003856112016364932
501,57,116,0.0003661545051727444
502,57,116,0.00031729310285300016
503,57,116,0.0003591984568629414
504,57,116,0.00026788839022628963
505,57,116,0.0002627737994771451
506,57,116,0.0002615458215586841
507,57,116,0.000252947851549834
508,57,116,0.0002431730681564659
509,57,116,0.00023451550805475563
510,57,116,0.0002854344784282148
511,57,116,0.00022784914472140372
512,57,116,0.00022525960230268538
513,57,116,0.00021723580721300095
514,57,116,0.00020677315478678793
515,57,116,0.00020128945470787585
516,57,116,0.00019585555128287524
517,57,116,0.00019048494868911803
518,57,116,0.00018518957949709147
519,57,116,0.0001799787423806265
520,57,116,0.00017486039723735303
521,57,116,0.00016984058311209083
522,57,116,0.00016492446593474597
523,57,116,0.00016011574189178646
524,57,116,0.00013371877139434218
525,57,116,0.001971007091924548
526,57,116,0.0003729102900251746
527,57,117,0.03537748381495476
528,57,117,0.0033774150069803
529,58,118,0.1456601321697235
530,58,118,0.00037167908158153296
531,58,118,0.0007517270860262215
532,58,118,0.0005829882575199008
533,58,118,0.00046803808072581887
534,58,118,0.0005521562998183072
535,58,118,0.0005685850628651679
536,58,118,0.00015873531810939312
537,58,118,0.0012171712005510926
538,58,118,0.00012290106678847224
539,58,118,0.0005696629523299634
540,58,118,0.0005809771246276796
541,58,118,0.000155520043335855
542,58,118,0.0005899205571040511
543,58,118,0.0007403293275274336
544,58,118,0.0005102031282149255
545,58,118,0.0008064810535870492
546,58,118,0.0008535294327884912
547,58,118,0.0006677067140117288
548,58,118,0.00037021629395894706
549,58,118,0.003670508973300457
550,58,119,0.02923506312072277
551,58,119,3.7394023820525035e-05
552,58,119,0.0005656146677210927
553,58,120,0.03559742122888565
554,59,121,0.37160542607307434
555,60,122,0.20821356773376465
556,60,122,0.004929501097649336
557,60,122,0.012290547601878643
558,61,123,0.26225802302360535
559,62,124,0.1772356629371643
560,62,125,0.03506961837410927
561,63,126,0.2642635405063629
562,64,127,0.32214823365211487
563,64,127,0.005500970408320427
564,64,127,0.002068667206913233
565,64,127,0.004654549993574619
566,65,128,0.1972443014383316
567,65,128,0.0003728883166331798
568,65,128,0.0007927420665509999
569,65,128,0.0008673065458424389
570,65,128,0.0009015508694574237
571,65,128,0.0006745001883246005
572,65,128,0.0011154704261571169
573,65,128,0.00043325021397322416
574,65,128,0.0009354086359962821
575,65,128,0.0006871445802971721
576,65,129,0.06782685220241547
577,66,130,0.2307908982038498
578,66,130,0.00010938348714262247
579,66,130,0.023072291165590286
580,66,131,0.21360133588314056
581,66,131,0.008040676824748516
582,66,131,1.9426681774348253e-06
583,66,131,0.0008432017057202756
584,66,131,0.000843495421577245
585,66,131,0.0008552701910957694
586,66,131,0.0008279728353954852
587,66,131,0.0008339150808751583
588,66,131,0.0008192411041818559
589,66,131,0.000820766668766737
590,66,131,0.0008012542384676635
591,66,131,0.0007952490705065429
592,66,131,0.000789046345744282
593,66,131,0.0007826744695194066
594,66,132,0.07761569321155548
595,66,132,0.008342232555150986
596,66,132,0.0028260224498808384
597,66,132,0.03291628137230873
598,66,132,0.0026339376345276833
599,66,132,0.0005729268887080252
600,66,133,0.09473709017038345
601,66,133,0.010670443065464497
602,67,134,0.21231640875339508
603,67,134,0.0037124240770936012
604,67,134,0.0005416180356405675
605,67,135,0.04500667378306389
606,67,135,0.00024946723715402186
607,67,135,0.0005023538251407444
608,67,135,0.003198010614141822
609,67,135,0.00013121817028149962
610,67,135,0.001081004273146391
611,67,135,0.0006024899776093662
612,67,135,0.00037908623926341534
613,67,135,0.0017553693614900112
614,67,135,0.002796932589262724
615,67,135,0.0005560741992667317
616,67,135,0.0005493531352840364
617,67,135,0.0012348623713478446
618,67,135,0.0004463008663151413
619,67,135,0.0007035048329271376
620,67,135,0.0010386058129370213
621,67,135,0.00031831645173951983
622,67,135,0.002942594001069665
623,67,136,0.017071841284632683
624,67,136,0.0015832438366487622
625,68,137,0.323003888130188
626,69,138,0.31832021474838257
627,69,139,0.05655231699347496
628,69,139,0.0001209404508699663
629,69,139,0.003827671753242612
630,69,139,7.73344945628196e-05
631,69,139,0.000900629791431129
632,69,139,0.00022921996423974633
633,69,139,0.0011082355631515384
634,69,139,0.0004321289306972176
635,69,139,0.0010470326524227858
636,69,139,0.0005112422513775527
637,69,139,0.008092083968222141
638,69,139,0.0023752308916300535
639,69,139,0.004094171337783337
640,69,140,0.03200625628232956
641,69,140,0.0026499424129724503
642,69,140,0.010031374171376228
643,69,140,0.0009109626989811659
644,69,140,0.0007043490768410265
645,69,140,4.8960053391056135e-05
646,69,140,4.929059286951087e-06
647,69,140,0.001548104453831911
648,69,140,0.007303920574486256
649,69,140,0.0016823179321363568
650,69,140,0.00040675775380805135
651,69,141,0.04471447318792343
652,69,141,0.005705415736883879
653,69,141,0.00035792551352642477
654,69,141,0.00039520367863588035
655,69,141,0.0007850486435927451
656,69,141,6.871083314763382e-05
657,69,142,0.03416726738214493
658,69,142,0.0003799968399107456
659,69,142,0.0005096654058434069
660,69,142,0.0005077793612144887
661,69,142,6.135542935226113e-05
662,69,143,0.05799494683742523
663,69,143,0.006522820796817541
664,70,144,0.2145974487066269
665,70,144,0.0003036674752365798
666,70,144,0.0007744095637463033
667,70,144,0.002348252572119236
668,70,144,0.00030250081908889115
669,70,144,0.0004952283343300223
670,70,144,0.0024747001007199287
671,70,144,0.005897608585655689
672,71,145,0.23157113790512085
673,71,145,0.0021153376437723637
674,71,145,0.0004951955052092671
675,72,146,0.23457792401313782
676,72,146,1.9810013327514753e-05
677,72,146,9.25236236071214e-06
678,72,147,0.03693680465221405
679,72,147,1.5512751083690546e-09
680,72,147,0.00023262467584572732
681,72,147,0.000808492477517575
682,72,147,0.0004664674343075603
683,72,148,0.03589900955557823
684,72,149,0.020144375041127205
685,72,149,1.4837179151072633e-05
686,72,149,0.013189674355089664
687,72,149,0.0031882126349955797
688,72,149,0.00024496635887771845
689,72,150,0.11076712608337402
690,73,151,0.2159159928560257
691,73,151,0.0010780554730445147
692,73,151,0.0019035553559660912
693,73,151,0.0014195592375472188
694,73,151,0.0026705351192504168
695,74,152,0.2073688805103302
696,75,153,0.31186380982398987
697,75,153,0.0007002856000326574
698,75,153,0.0003625515673775226
699,75,153,0.0005698691820725799
700,75,153,0.0008243191987276077
701,75,153,0.0002030353934969753
702,75,153,0.000555734324734658
703,75,153,0.0013630433240905404
704,75,154,0.04930833354592323
705,76,155,0.2202828973531723
706,76,155,3.7189663999015465e-05
707,76,156,0.025407621636986732
708,76,157,0.05054092034697533
709,77,158,0.2170456349849701
710,77,159,0.019026199355721474
711,77,159,6.324946298263967e-06
712,77,159,0.0008453105110675097
713,77,159,0.001115197315812111
714,77,159,0.004597476217895746
715,77,159,0.0010428527602925897
716,77,159,0.0007439909386448562
717,77,159,0.0007984614348970354
718,77,159,0.0005792899173684418
719,77,159,0.0006607743562199175
720,77,159,0.0006723793921992183
721,77,159,0.0009450210491195321
722,77,159,0.0003943993360735476
723,77,159,0.0009636068716645241
724,77,159,0.0006264134426601231
725,77,159,0.00023721631441731006
726,78,160,0.20150873064994812
727,78,160,0.01754458248615265
728,78,160,0.0007111370796337724
729,78,160,0.0005673997802659869
730,78,160,0.0006258091307245195
731,78,160,0.0006201359210535884
732,78,160,0.0006193469162099063
733,78,160,0.0005994781386107206
734,78,160,0.0005793010932393372
735,78,160,0.0008903394918888807
736,78,160,0.0006380269769579172
737,78,160,0.0005343400989659131
738,78,160,0.0005665598437190056
739,78,161,0.04376529902219772
740,78,161,0.001770982053130865
741,78,161,0.0007650526822544634
742,78,161,3.481162025309459e-07
743,78,162,0.07910800725221634
744,78,162,0.0001798945158952847
745,78,162,0.002827341202646494
746,78,162,0.004385932814329863
747,78,162,0.00013058695185463876
748,78,162,0.000879369443282485
749,78,162,3.2779180401121266e-06
750,78,162,8.798781891528051e-06
751,78,163,0.09432093054056168
752,78,163,0.012356529943645
753,78,163,0.0010453695431351662
754,78,163,0.003044495591893792
755,78,163,0.0016411772230640054
756,78,163,8.065013389568776e-06
757,78,164,0.03913965821266174
758,78,164,0.0017100106924772263
759,78,164,3.9087244658730924e-05
760,78,164,1.601728035893757e-05
761,78,164,0.003891310654580593
762,78,164,5.362640422390541e-06
763,78,164,0.0019193553598597646
764,78,164,0.00038169778417795897
765,78,164,0.00038046404370106757
766,78,164,0.0003792561183217913
767,78,164,0.00020285346545279026
768,78,164,0.0030288335401564837
769,78,164,0.00042300010682083666
770,78,164,0.0004104023100808263
771,78,164,0.0003736085200216621
772,78,164,0.00037248432636260986
773,78,164,0.0003745068097487092
774,78,164,0.00037009912193752825
775,78,164,0.000370486406609416
776,78,164,0.00037313575739972293
777,78,164,0.00037527186213992536
778,78,164,0.00036986524355597794
779,78,164,0.000621448562014848
780,78,164,0.0003437459818087518
781,78,164,0.00038454594323411584
782,78,164,0.00035614758962765336
783,78,164,0.0003013148088939488
784,78,164,0.0003338889800943434
785,78,164,0.00044195394730195403
786,78,164,0.0003519203746691346
787,78,164,0.00030043936567381024
788,78,164,0.0019574970938265324
789,78,165,0.020322628319263458
790,78,166,0.02868574671447277
791,78,166,0.0002616480633150786
792,78,166,0.0013652787311002612
793,78,166,0.0011711004190146923
794,78,166,0.0008057020604610443
795,78,166,0.0006691908929497004
796,78,166,0.00029481883393600583
797,78,166,0.0003871546359732747
798,78,166,1.2495187320382684e-06
799,78,166,0.0017210205551236868
800,78,166,0.0003620453644543886
801,78,166,8.47568230710749e-07
802,78,166,0.0013481075875461102
803,78,166,0.003384737763553858
804,79,167,0.1976858228445053
805,79,167,0.008235173299908638
806,79,167,0.0032512429170310497
807,79,167,0.004525994881987572
808,79,167,0.0009583845967426896
809,79,167,0.0007828418747521937
810,79,167,0.0003689340956043452
811,79,167,0.0005274984869174659
812,79,167,0.00013229409523773938
813,79,167,0.0004072287993039936
814,79,167,0.000543896050658077
815,79,167,0.00046961504267528653
816,79,167,0.0003719285596162081
817,79,167,0.000436231930507347
818,79,167,0.0003948514349758625
819,79,167,0.0004037609905935824
820,79,167,0.0004050052084494382
821,79,167,0.00047317100688815117
822,79,167,0.0003926268545910716
823,79,167,0.00039808658766560256
824,79,167,3.3988220820901915e-05
825,79,167,0.001039987662807107
826,79,167,4.847217132919468e-05
827,79,167,0.00040655588964000344
828,79,167,0.0003878714924212545
829,79,167,0.00039497078978456557
830,79,167,0.00038107018917798996
831,79,167,0.00045224829227663577
832,79,167,0.00039397674845531583
833,79,167,0.00038248291821219027
834,79,167,0.00036493208608590066
835,79,167,0.00047633005306124687
836,79,167,5.14516796101816e-05
837,79,167,0.0009332455811090767
838,79,167,0.00033248995896428823
839,79,167,0.0003301037650089711
840,79,167,0.00034876918653026223
841,79,167,0.00033840324613265693
842,79,167,0.0003228237328585237
843,79,168,0.032193154096603394
844,79,168,0.0028421098832041025
845,79,168,0.0053401305340230465
846,79,169,0.06445580720901489
847,79,169,0.002175993053242564
848,79,169,0.0010089781135320663
849,79,169,0.0027288575656712055
850,79,169,0.0007789952214807272
851,79,169,0.0006024609901942313
852,79,169,0.0012006121687591076
853,79,169,0.0007803132757544518
854,79,169,0.00043279415694996715
855,79,169,0.0006777243106625974
856,79,169,0.0007901429780758917
857,79,169,0.0006963585037738085
858,79,169,0.00046935933642089367
859,79,169,0.00045013774069957435
860,79,169,0.000503928866237402
861,79,169,0.0008595007238909602
862,79,169,0.0004571918398141861
863,79,169,0.0003647537960205227
864,79,169,4.294066911825212e-06
865,79,169,0.0004536417545750737
866,79,169,0.000258763408055529
867,79,169,0.0004461886710487306
868,79,169,0.00044484357931651175
869,79,169,0.0003590602718759328
870,79,169,0.0005076055531390011
871,79,169,0.0004832455888390541
